x,y,v,p
57,178,1,star.png
57,181,1,star.png
57,182,1,star.png
58,81,1,star.png
58,82,1,star.png
58,95,1,star.png
58,96,1,star.png
58,146,1,star.png
58,147,1,star.png
58,148,1,star.png
58,149,1,star.png
58,150,1,star.png
58,151,1,star.png
58,152,1,star.png
58,153,1,star.png
58,176,1,star.png
58,177,1,star.png
59,81,1,star.png
59,82,1,star.png
59,95,1,star.png
59,96,1,star.png
59,142,1,star.png
59,143,1,star.png
59,144,1,star.png
59,145,1,star.png
59,146,1,star.png
59,147,1,star.png
59,148,1,star.png
59,149,1,star.png
59,175,1,star.png
59,176,1,star.png
59,177,1,star.png
60,82,1,star.png
60,95,1,star.png
60,96,1,star.png
60,139,1,star.png
60,140,1,star.png
60,141,1,star.png
60,142,1,star.png
60,143,1,star.png
60,144,1,star.png
60,145,1,star.png
60,175,1,star.png
60,176,1,star.png
61,82,1,star.png
61,83,1,star.png
61,95,1,star.png
61,96,1,star.png
61,136,1,star.png
61,137,1,star.png
61,138,1,star.png
61,139,1,star.png
61,140,1,star.png
61,141,1,star.png
61,142,1,star.png
61,175,1,star.png
61,176,1,star.png
61,177,1,star.png
62,82,1,star.png
62,83,1,star.png
62,95,1,star.png
62,96,1,star.png
62,134,1,star.png
62,135,1,star.png
62,136,1,star.png
62,137,1,star.png
62,138,1,star.png
62,139,1,star.png
62,176,1,star.png
62,177,1,star.png
63,82,1,star.png
63,83,1,star.png
63,95,1,star.png
63,96,1,star.png
63,131,1,star.png
63,132,1,star.png
63,133,1,star.png
63,134,1,star.png
63,135,1,star.png
63,136,1,star.png
63,175,1,star.png
63,176,1,star.png
63,177,1,star.png
64,82,1,star.png
64,83,1,star.png
64,95,1,star.png
64,96,1,star.png
64,129,1,star.png
64,130,1,star.png
64,131,1,star.png
64,132,1,star.png
64,133,1,star.png
64,170,1,star.png
64,171,1,star.png
64,174,1,star.png
64,175,1,star.png
64,176,1,star.png
65,82,1,star.png
65,83,1,star.png
65,96,1,star.png
65,97,1,star.png
65,127,1,star.png
65,128,1,star.png
65,129,1,star.png
65,130,1,star.png
65,131,1,star.png
65,170,1,star.png
65,171,1,star.png
65,172,1,star.png
65,173,1,star.png
65,174,1,star.png
65,175,1,star.png
66,82,1,star.png
66,83,1,star.png
66,96,1,star.png
66,97,1,star.png
66,125,1,star.png
66,126,1,star.png
66,127,1,star.png
66,128,1,star.png
66,129,1,star.png
66,169,1,star.png
66,170,1,star.png
66,171,1,star.png
66,172,1,star.png
66,173,1,star.png
66,174,1,star.png
67,82,1,star.png
67,83,1,star.png
67,96,1,star.png
67,97,1,star.png
67,123,1,star.png
67,124,1,star.png
67,125,1,star.png
67,126,1,star.png
67,127,1,star.png
67,168,1,star.png
67,169,1,star.png
67,170,1,star.png
67,172,1,star.png
67,173,1,star.png
68,82,1,star.png
68,83,1,star.png
68,96,1,star.png
68,97,1,star.png
68,121,1,star.png
68,122,1,star.png
68,123,1,star.png
68,124,1,star.png
68,125,1,star.png
68,167,1,star.png
68,168,1,star.png
68,169,1,star.png
69,83,1,star.png
69,84,1,star.png
69,96,1,star.png
69,97,1,star.png
69,98,1,star.png
69,120,1,star.png
69,121,1,star.png
69,122,1,star.png
69,123,1,star.png
69,166,1,star.png
69,167,1,star.png
69,168,1,star.png
70,83,1,star.png
70,84,1,star.png
70,97,1,star.png
70,98,1,star.png
70,118,1,star.png
70,119,1,star.png
70,120,1,star.png
70,121,1,star.png
70,166,1,star.png
70,167,1,star.png
70,168,1,star.png
71,83,1,star.png
71,84,1,star.png
71,97,1,star.png
71,98,1,star.png
71,117,1,star.png
71,118,1,star.png
71,119,1,star.png
71,120,1,star.png
71,167,1,star.png
71,168,1,star.png
71,169,1,star.png
72,83,1,star.png
72,84,1,star.png
72,97,1,star.png
72,98,1,star.png
72,115,1,star.png
72,116,1,star.png
72,117,1,star.png
72,118,1,star.png
72,146,1,star.png
72,147,1,star.png
72,148,1,star.png
72,149,1,star.png
72,150,1,star.png
72,151,1,star.png
72,152,1,star.png
72,153,1,star.png
72,154,1,star.png
72,155,1,star.png
72,156,1,star.png
72,157,1,star.png
72,167,1,star.png
72,168,1,star.png
72,169,1,star.png
73,83,1,star.png
73,84,1,star.png
73,98,1,star.png
73,99,1,star.png
73,114,1,star.png
73,115,1,star.png
73,116,1,star.png
73,117,1,star.png
73,143,1,star.png
73,144,1,star.png
73,145,1,star.png
73,146,1,star.png
73,147,1,star.png
73,148,1,star.png
73,149,1,star.png
73,150,1,star.png
73,151,1,star.png
73,152,1,star.png
73,153,1,star.png
73,154,1,star.png
73,155,1,star.png
73,156,1,star.png
73,157,1,star.png
73,158,1,star.png
73,159,1,star.png
73,160,1,star.png
73,166,1,star.png
73,167,1,star.png
73,168,1,star.png
74,84,1,star.png
74,85,1,star.png
74,98,1,star.png
74,99,1,star.png
74,101,1,star.png
74,102,1,star.png
74,103,1,star.png
74,104,1,star.png
74,105,1,star.png
74,106,1,star.png
74,107,1,star.png
74,108,1,star.png
74,109,1,star.png
74,110,1,star.png
74,113,1,star.png
74,114,1,star.png
74,115,1,star.png
74,140,1,star.png
74,141,1,star.png
74,142,1,star.png
74,143,1,star.png
74,144,1,star.png
74,145,1,star.png
74,146,1,star.png
74,158,1,star.png
74,159,1,star.png
74,160,1,star.png
74,161,1,star.png
74,162,1,star.png
74,165,1,star.png
74,166,1,star.png
74,167,1,star.png
75,84,1,star.png
75,85,1,star.png
75,98,1,star.png
75,99,1,star.png
75,100,1,star.png
75,101,1,star.png
75,102,1,star.png
75,103,1,star.png
75,104,1,star.png
75,105,1,star.png
75,106,1,star.png
75,107,1,star.png
75,108,1,star.png
75,109,1,star.png
75,110,1,star.png
75,111,1,star.png
75,112,1,star.png
75,113,1,star.png
75,114,1,star.png
75,137,1,star.png
75,138,1,star.png
75,139,1,star.png
75,140,1,star.png
75,141,1,star.png
75,142,1,star.png
75,160,1,star.png
75,161,1,star.png
75,162,1,star.png
75,163,1,star.png
75,164,1,star.png
75,165,1,star.png
75,166,1,star.png
76,84,1,star.png
76,85,1,star.png
76,98,1,star.png
76,99,1,star.png
76,100,1,star.png
76,111,1,star.png
76,112,1,star.png
76,135,1,star.png
76,136,1,star.png
76,137,1,star.png
76,138,1,star.png
76,139,1,star.png
76,162,1,star.png
76,163,1,star.png
76,164,1,star.png
76,165,1,star.png
77,84,1,star.png
77,85,1,star.png
77,133,1,star.png
77,134,1,star.png
77,135,1,star.png
77,136,1,star.png
77,137,1,star.png
77,164,1,star.png
78,85,1,star.png
78,86,1,star.png
78,131,1,star.png
78,132,1,star.png
78,133,1,star.png
78,134,1,star.png
78,135,1,star.png
79,43,1,star.png
79,44,1,star.png
79,45,1,star.png
79,46,1,star.png
79,47,1,star.png
79,85,1,star.png
79,86,1,star.png
79,130,1,star.png
79,131,1,star.png
79,132,1,star.png
79,133,1,star.png
80,39,1,star.png
80,40,1,star.png
80,41,1,star.png
80,42,1,star.png
80,43,1,star.png
80,44,1,star.png
80,45,1,star.png
80,46,1,star.png
80,47,1,star.png
80,85,1,star.png
80,86,1,star.png
80,128,1,star.png
80,129,1,star.png
80,130,1,star.png
80,131,1,star.png
81,39,1,star.png
81,40,1,star.png
81,41,1,star.png
81,42,1,star.png
81,46,1,star.png
81,47,1,star.png
81,48,1,star.png
81,86,1,star.png
81,87,1,star.png
81,127,1,star.png
81,128,1,star.png
81,129,1,star.png
82,30,1,star.png
82,31,1,star.png
82,32,1,star.png
82,33,1,star.png
82,34,1,star.png
82,40,1,star.png
82,41,1,star.png
82,47,1,star.png
82,48,1,star.png
82,86,1,star.png
82,87,1,star.png
82,125,1,star.png
82,126,1,star.png
82,127,1,star.png
82,128,1,star.png
83,27,1,star.png
83,28,1,star.png
83,29,1,star.png
83,30,1,star.png
83,31,1,star.png
83,32,1,star.png
83,33,1,star.png
83,34,1,star.png
83,37,1,star.png
83,38,1,star.png
83,39,1,star.png
83,40,1,star.png
83,41,1,star.png
83,47,1,star.png
83,48,1,star.png
83,49,1,star.png
83,86,1,star.png
83,87,1,star.png
83,124,1,star.png
83,125,1,star.png
83,126,1,star.png
84,27,1,star.png
84,28,1,star.png
84,29,1,star.png
84,33,1,star.png
84,34,1,star.png
84,35,1,star.png
84,36,1,star.png
84,37,1,star.png
84,38,1,star.png
84,39,1,star.png
84,40,1,star.png
84,48,1,star.png
84,49,1,star.png
84,86,1,star.png
84,87,1,star.png
84,88,1,star.png
84,123,1,star.png
84,124,1,star.png
84,125,1,star.png
85,17,1,star.png
85,18,1,star.png
85,19,1,star.png
85,20,1,star.png
85,21,1,star.png
85,27,1,star.png
85,28,1,star.png
85,34,1,star.png
85,35,1,star.png
85,36,1,star.png
85,48,1,star.png
85,49,1,star.png
85,50,1,star.png
85,86,1,star.png
85,87,1,star.png
85,124,1,star.png
85,125,1,star.png
86,14,1,star.png
86,15,1,star.png
86,16,1,star.png
86,17,1,star.png
86,18,1,star.png
86,19,1,star.png
86,20,1,star.png
86,21,1,star.png
86,22,1,star.png
86,24,1,star.png
86,25,1,star.png
86,26,1,star.png
86,27,1,star.png
86,28,1,star.png
86,49,1,star.png
86,50,1,star.png
86,51,1,star.png
86,85,1,star.png
86,86,1,star.png
86,87,1,star.png
86,124,1,star.png
86,125,1,star.png
86,126,1,star.png
87,14,1,star.png
87,15,1,star.png
87,16,1,star.png
87,21,1,star.png
87,22,1,star.png
87,23,1,star.png
87,24,1,star.png
87,25,1,star.png
87,26,1,star.png
87,27,1,star.png
87,50,1,star.png
87,51,1,star.png
87,52,1,star.png
87,85,1,star.png
87,86,1,star.png
87,125,1,star.png
87,126,1,star.png
88,14,1,star.png
88,15,1,star.png
88,21,1,star.png
88,22,1,star.png
88,23,1,star.png
88,51,1,star.png
88,52,1,star.png
88,53,1,star.png
88,84,1,star.png
88,85,1,star.png
88,86,1,star.png
88,126,1,star.png
88,127,1,star.png
89,14,1,star.png
89,15,1,star.png
89,16,1,star.png
89,17,1,star.png
89,52,1,star.png
89,53,1,star.png
89,54,1,star.png
89,84,1,star.png
89,85,1,star.png
89,126,1,star.png
89,127,1,star.png
90,15,1,star.png
90,16,1,star.png
90,17,1,star.png
90,18,1,star.png
90,19,1,star.png
90,20,1,star.png
90,53,1,star.png
90,54,1,star.png
90,55,1,star.png
90,56,1,star.png
90,84,1,star.png
90,85,1,star.png
90,126,1,star.png
90,127,1,star.png
91,18,1,star.png
91,19,1,star.png
91,20,1,star.png
91,21,1,star.png
91,54,1,star.png
91,55,1,star.png
91,56,1,star.png
91,57,1,star.png
91,58,1,star.png
91,83,1,star.png
91,84,1,star.png
91,85,1,star.png
91,127,1,star.png
91,128,1,star.png
92,20,1,star.png
92,21,1,star.png
92,56,1,star.png
92,57,1,star.png
92,58,1,star.png
92,59,1,star.png
92,60,1,star.png
92,83,1,star.png
92,84,1,star.png
92,127,1,star.png
92,128,1,star.png
93,20,1,star.png
93,21,1,star.png
93,58,1,star.png
93,59,1,star.png
93,60,1,star.png
93,61,1,star.png
93,62,1,star.png
93,63,1,star.png
93,83,1,star.png
93,84,1,star.png
93,127,1,star.png
93,128,1,star.png
94,20,1,star.png
94,21,1,star.png
94,22,1,star.png
94,26,1,star.png
94,27,1,star.png
94,28,1,star.png
94,29,1,star.png
94,60,1,star.png
94,61,1,star.png
94,62,1,star.png
94,63,1,star.png
94,64,1,star.png
94,65,1,star.png
94,66,1,star.png
94,83,1,star.png
94,84,1,star.png
94,127,1,star.png
94,128,1,star.png
95,20,1,star.png
95,21,1,star.png
95,22,1,star.png
95,23,1,star.png
95,24,1,star.png
95,25,1,star.png
95,26,1,star.png
95,27,1,star.png
95,28,1,star.png
95,29,1,star.png
95,30,1,star.png
95,31,1,star.png
95,63,1,star.png
95,64,1,star.png
95,65,1,star.png
95,66,1,star.png
95,67,1,star.png
95,68,1,star.png
95,69,1,star.png
95,70,1,star.png
95,71,1,star.png
95,72,1,star.png
95,83,1,star.png
95,84,1,star.png
95,127,1,star.png
95,128,1,star.png
96,23,1,star.png
96,24,1,star.png
96,25,1,star.png
96,26,1,star.png
96,27,1,star.png
96,29,1,star.png
96,30,1,star.png
96,31,1,star.png
96,32,1,star.png
96,33,1,star.png
96,67,1,star.png
96,68,1,star.png
96,69,1,star.png
96,70,1,star.png
96,71,1,star.png
96,72,1,star.png
96,73,1,star.png
96,74,1,star.png
96,75,1,star.png
96,76,1,star.png
96,77,1,star.png
96,78,1,star.png
96,79,1,star.png
96,80,1,star.png
96,81,1,star.png
96,82,1,star.png
96,83,1,star.png
96,84,1,star.png
96,127,1,star.png
96,128,1,star.png
96,129,1,star.png
97,25,1,star.png
97,26,1,star.png
97,32,1,star.png
97,33,1,star.png
97,73,1,star.png
97,74,1,star.png
97,75,1,star.png
97,76,1,star.png
97,77,1,star.png
97,78,1,star.png
97,79,1,star.png
97,80,1,star.png
97,81,1,star.png
97,82,1,star.png
97,83,1,star.png
97,84,1,star.png
97,128,1,star.png
97,129,1,star.png
97,130,1,star.png
98,32,1,star.png
98,33,1,star.png
98,129,1,star.png
98,130,1,star.png
98,131,1,star.png
98,132,1,star.png
99,31,1,star.png
99,32,1,star.png
99,33,1,star.png
99,34,1,star.png
99,38,1,star.png
99,39,1,star.png
99,40,1,star.png
99,41,1,star.png
99,130,1,star.png
99,131,1,star.png
99,132,1,star.png
99,133,1,star.png
100,32,1,star.png
100,33,1,star.png
100,34,1,star.png
100,35,1,star.png
100,36,1,star.png
100,38,1,star.png
100,39,1,star.png
100,40,1,star.png
100,41,1,star.png
100,42,1,star.png
100,43,1,star.png
100,132,1,star.png
100,133,1,star.png
100,134,1,star.png
101,35,1,star.png
101,36,1,star.png
101,37,1,star.png
101,38,1,star.png
101,39,1,star.png
101,41,1,star.png
101,42,1,star.png
101,43,1,star.png
101,44,1,star.png
101,45,1,star.png
101,46,1,star.png
101,133,1,star.png
101,134,1,star.png
101,135,1,star.png
102,37,1,star.png
102,38,1,star.png
102,44,1,star.png
102,45,1,star.png
102,46,1,star.png
102,47,1,star.png
102,48,1,star.png
102,134,1,star.png
102,135,1,star.png
102,136,1,star.png
102,137,1,star.png
103,46,1,star.png
103,47,1,star.png
103,48,1,star.png
103,49,1,star.png
103,50,1,star.png
103,51,1,star.png
103,136,1,star.png
103,137,1,star.png
103,138,1,star.png
104,48,1,star.png
104,49,1,star.png
104,50,1,star.png
104,51,1,star.png
104,52,1,star.png
104,53,1,star.png
104,137,1,star.png
104,138,1,star.png
104,139,1,star.png
105,51,1,star.png
105,52,1,star.png
105,53,1,star.png
105,54,1,star.png
105,55,1,star.png
105,56,1,star.png
105,138,1,star.png
105,139,1,star.png
105,140,1,star.png
106,54,1,star.png
106,55,1,star.png
106,56,1,star.png
106,57,1,star.png
106,58,1,star.png
106,59,1,star.png
106,139,1,star.png
106,140,1,star.png
106,141,1,star.png
107,57,1,star.png
107,58,1,star.png
107,59,1,star.png
107,60,1,star.png
107,61,1,star.png
107,62,1,star.png
107,63,1,star.png
107,140,1,star.png
107,141,1,star.png
107,142,1,star.png
108,60,1,star.png
108,61,1,star.png
108,62,1,star.png
108,63,1,star.png
108,64,1,star.png
108,65,1,star.png
108,66,1,star.png
108,67,1,star.png
108,68,1,star.png
108,141,1,star.png
108,142,1,star.png
108,143,1,star.png
109,64,1,star.png
109,65,1,star.png
109,66,1,star.png
109,67,1,star.png
109,68,1,star.png
109,69,1,star.png
109,70,1,star.png
109,71,1,star.png
109,72,1,star.png
109,73,1,star.png
109,74,1,star.png
109,142,1,star.png
109,143,1,star.png
109,144,1,star.png
110,69,1,star.png
110,70,1,star.png
110,71,1,star.png
110,72,1,star.png
110,73,1,star.png
110,74,1,star.png
110,75,1,star.png
110,76,1,star.png
110,77,1,star.png
110,78,1,star.png
110,79,1,star.png
110,80,1,star.png
110,81,1,star.png
110,82,1,star.png
110,83,1,star.png
110,84,1,star.png
110,85,1,star.png
110,86,1,star.png
110,87,1,star.png
110,88,1,star.png
110,123,1,star.png
110,124,1,star.png
110,143,1,star.png
110,144,1,star.png
110,145,1,star.png
111,75,1,star.png
111,76,1,star.png
111,77,1,star.png
111,78,1,star.png
111,79,1,star.png
111,80,1,star.png
111,81,1,star.png
111,82,1,star.png
111,83,1,star.png
111,84,1,star.png
111,85,1,star.png
111,86,1,star.png
111,87,1,star.png
111,88,1,star.png
111,89,1,star.png
111,122,1,star.png
111,123,1,star.png
111,124,1,star.png
111,125,1,star.png
111,126,1,star.png
111,144,1,star.png
111,145,1,star.png
111,146,1,star.png
112,88,1,star.png
112,89,1,star.png
112,90,1,star.png
112,121,1,star.png
112,122,1,star.png
112,123,1,star.png
112,125,1,star.png
112,126,1,star.png
112,127,1,star.png
112,145,1,star.png
112,146,1,star.png
113,89,1,star.png
113,90,1,star.png
113,91,1,star.png
113,120,1,star.png
113,121,1,star.png
113,122,1,star.png
113,126,1,star.png
113,127,1,star.png
113,128,1,star.png
113,146,1,star.png
113,147,1,star.png
114,90,1,star.png
114,91,1,star.png
114,92,1,star.png
114,119,1,star.png
114,120,1,star.png
114,121,1,star.png
114,127,1,star.png
114,128,1,star.png
114,129,1,star.png
114,130,1,star.png
114,146,1,star.png
114,147,1,star.png
114,148,1,star.png
115,91,1,star.png
115,92,1,star.png
115,93,1,star.png
115,94,1,star.png
115,117,1,star.png
115,118,1,star.png
115,119,1,star.png
115,120,1,star.png
115,129,1,star.png
115,130,1,star.png
115,131,1,star.png
115,147,1,star.png
115,148,1,star.png
115,149,1,star.png
116,92,1,star.png
116,93,1,star.png
116,94,1,star.png
116,95,1,star.png
116,96,1,star.png
116,116,1,star.png
116,117,1,star.png
116,118,1,star.png
116,119,1,star.png
116,130,1,star.png
116,131,1,star.png
116,132,1,star.png
116,148,1,star.png
116,149,1,star.png
116,150,1,star.png
117,94,1,star.png
117,95,1,star.png
117,96,1,star.png
117,97,1,star.png
117,98,1,star.png
117,113,1,star.png
117,114,1,star.png
117,115,1,star.png
117,116,1,star.png
117,117,1,star.png
117,131,1,star.png
117,132,1,star.png
117,133,1,star.png
117,149,1,star.png
117,150,1,star.png
118,96,1,star.png
118,97,1,star.png
118,98,1,star.png
118,99,1,star.png
118,112,1,star.png
118,113,1,star.png
118,114,1,star.png
118,115,1,star.png
118,132,1,star.png
118,133,1,star.png
118,134,1,star.png
118,150,1,star.png
118,151,1,star.png
119,98,1,star.png
119,99,1,star.png
119,112,1,star.png
119,113,1,star.png
119,133,1,star.png
119,134,1,star.png
119,135,1,star.png
119,150,1,star.png
119,151,1,star.png
119,152,1,star.png
120,97,1,star.png
120,98,1,star.png
120,112,1,star.png
120,113,1,star.png
120,134,1,star.png
120,135,1,star.png
120,136,1,star.png
120,151,1,star.png
120,152,1,star.png
120,153,1,star.png
121,97,1,star.png
121,98,1,star.png
121,112,1,star.png
121,113,1,star.png
121,135,1,star.png
121,136,1,star.png
121,137,1,star.png
121,152,1,star.png
121,153,1,star.png
122,97,1,star.png
122,98,1,star.png
122,111,1,star.png
122,112,1,star.png
122,136,1,star.png
122,137,1,star.png
122,152,1,star.png
122,153,1,star.png
122,154,1,star.png
123,96,1,star.png
123,97,1,star.png
123,111,1,star.png
123,112,1,star.png
123,136,1,star.png
123,137,1,star.png
123,138,1,star.png
123,153,1,star.png
123,154,1,star.png
123,155,1,star.png
124,96,1,star.png
124,97,1,star.png
124,110,1,star.png
124,111,1,star.png
124,112,1,star.png
124,137,1,star.png
124,138,1,star.png
124,139,1,star.png
124,154,1,star.png
124,155,1,star.png
125,95,1,star.png
125,96,1,star.png
125,97,1,star.png
125,110,1,star.png
125,111,1,star.png
125,138,1,star.png
125,139,1,star.png
125,140,1,star.png
125,154,1,star.png
125,155,1,star.png
125,156,1,star.png
126,95,1,star.png
126,96,1,star.png
126,110,1,star.png
126,111,1,star.png
126,139,1,star.png
126,140,1,star.png
126,155,1,star.png
126,156,1,star.png
126,157,1,star.png
127,94,1,star.png
127,95,1,star.png
127,96,1,star.png
127,109,1,star.png
127,110,1,star.png
127,111,1,star.png
127,139,1,star.png
127,140,1,star.png
127,141,1,star.png
127,156,1,star.png
127,157,1,star.png
128,94,1,star.png
128,95,1,star.png
128,109,1,star.png
128,110,1,star.png
128,140,1,star.png
128,141,1,star.png
128,156,1,star.png
128,157,1,star.png
128,158,1,star.png
129,93,1,star.png
129,94,1,star.png
129,95,1,star.png
129,108,1,star.png
129,109,1,star.png
129,110,1,star.png
129,141,1,star.png
129,142,1,star.png
129,157,1,star.png
129,158,1,star.png
130,93,1,star.png
130,94,1,star.png
130,108,1,star.png
130,109,1,star.png
130,141,1,star.png
130,142,1,star.png
130,143,1,star.png
130,158,1,star.png
130,159,1,star.png
131,92,1,star.png
131,93,1,star.png
131,94,1,star.png
131,108,1,star.png
131,109,1,star.png
131,142,1,star.png
131,143,1,star.png
131,158,1,star.png
131,159,1,star.png
131,160,1,star.png
132,92,1,star.png
132,93,1,star.png
132,107,1,star.png
132,108,1,star.png
132,142,1,star.png
132,143,1,star.png
132,159,1,star.png
132,160,1,star.png
133,91,1,star.png
133,92,1,star.png
133,93,1,star.png
133,107,1,star.png
133,108,1,star.png
133,143,1,star.png
133,144,1,star.png
133,159,1,star.png
133,160,1,star.png
133,161,1,star.png
133,162,1,star.png
133,163,1,star.png
133,164,1,star.png
134,91,1,star.png
134,92,1,star.png
134,106,1,star.png
134,107,1,star.png
134,143,1,star.png
134,144,1,star.png
134,160,1,star.png
134,161,1,star.png
134,162,1,star.png
134,163,1,star.png
134,164,1,star.png
135,90,1,star.png
135,91,1,star.png
135,106,1,star.png
135,107,1,star.png
135,143,1,star.png
135,144,1,star.png
135,161,1,star.png
135,164,1,star.png
135,165,1,star.png
136,89,1,star.png
136,90,1,star.png
136,91,1,star.png
136,105,1,star.png
136,106,1,star.png
136,143,1,star.png
136,144,1,star.png
136,164,1,star.png
136,165,1,star.png
136,166,1,star.png
137,89,1,star.png
137,90,1,star.png
137,104,1,star.png
137,105,1,star.png
137,106,1,star.png
137,144,1,star.png
137,145,1,star.png
137,165,1,star.png
137,166,1,star.png
138,88,1,star.png
138,89,1,star.png
138,104,1,star.png
138,105,1,star.png
138,144,1,star.png
138,145,1,star.png
138,165,1,star.png
138,166,1,star.png
138,167,1,star.png
139,87,1,star.png
139,88,1,star.png
139,89,1,star.png
139,103,1,star.png
139,104,1,star.png
139,105,1,star.png
139,144,1,star.png
139,145,1,star.png
139,164,1,star.png
139,165,1,star.png
139,166,1,star.png
139,167,1,star.png
140,86,1,star.png
140,87,1,star.png
140,88,1,star.png
140,103,1,star.png
140,104,1,star.png
140,144,1,star.png
140,145,1,star.png
140,164,1,star.png
140,165,1,star.png
141,85,1,star.png
141,86,1,star.png
141,87,1,star.png
141,102,1,star.png
141,103,1,star.png
141,144,1,star.png
141,145,1,star.png
141,164,1,star.png
141,165,1,star.png
141,166,1,star.png
142,84,1,star.png
142,85,1,star.png
142,86,1,star.png
142,101,1,star.png
142,102,1,star.png
142,103,1,star.png
142,144,1,star.png
142,145,1,star.png
142,165,1,star.png
142,166,1,star.png
143,83,1,star.png
143,84,1,star.png
143,85,1,star.png
143,101,1,star.png
143,102,1,star.png
143,143,1,star.png
143,144,1,star.png
143,165,1,star.png
143,166,1,star.png
143,167,1,star.png
144,81,1,star.png
144,82,1,star.png
144,83,1,star.png
144,84,1,star.png
144,100,1,star.png
144,101,1,star.png
144,102,1,star.png
144,143,1,star.png
144,144,1,star.png
144,166,1,star.png
144,167,1,star.png
144,168,1,star.png
144,169,1,star.png
144,170,1,star.png
145,80,1,star.png
145,81,1,star.png
145,82,1,star.png
145,99,1,star.png
145,100,1,star.png
145,101,1,star.png
145,143,1,star.png
145,144,1,star.png
145,167,1,star.png
145,168,1,star.png
145,169,1,star.png
145,170,1,star.png
145,171,1,star.png
146,77,1,star.png
146,78,1,star.png
146,79,1,star.png
146,80,1,star.png
146,81,1,star.png
146,99,1,star.png
146,100,1,star.png
146,143,1,star.png
146,144,1,star.png
146,145,1,star.png
146,150,1,star.png
146,151,1,star.png
146,167,1,star.png
146,168,1,star.png
146,170,1,star.png
146,171,1,star.png
146,172,1,star.png
146,192,1,star.png
147,71,1,star.png
147,72,1,star.png
147,73,1,star.png
147,74,1,star.png
147,75,1,star.png
147,76,1,star.png
147,77,1,star.png
147,78,1,star.png
147,79,1,star.png
147,98,1,star.png
147,99,1,star.png
147,143,1,star.png
147,144,1,star.png
147,145,1,star.png
147,146,1,star.png
147,147,1,star.png
147,149,1,star.png
147,150,1,star.png
147,151,1,star.png
147,152,1,star.png
147,153,1,star.png
147,154,1,star.png
147,171,1,star.png
147,172,1,star.png
148,70,1,star.png
148,71,1,star.png
148,72,1,star.png
148,73,1,star.png
148,74,1,star.png
148,75,1,star.png
148,76,1,star.png
148,77,1,star.png
148,97,1,star.png
148,98,1,star.png
148,99,1,star.png
148,146,1,star.png
148,147,1,star.png
148,148,1,star.png
148,149,1,star.png
148,150,1,star.png
148,152,1,star.png
148,153,1,star.png
148,154,1,star.png
148,155,1,star.png
148,156,1,star.png
148,171,1,star.png
148,172,1,star.png
148,173,1,star.png
149,70,1,star.png
149,71,1,star.png
149,96,1,star.png
149,97,1,star.png
149,98,1,star.png
149,148,1,star.png
149,149,1,star.png
149,150,1,star.png
149,154,1,star.png
149,155,1,star.png
149,156,1,star.png
149,157,1,star.png
149,172,1,star.png
149,173,1,star.png
150,70,1,star.png
150,71,1,star.png
150,96,1,star.png
150,97,1,star.png
150,155,1,star.png
150,156,1,star.png
150,171,1,star.png
150,172,1,star.png
150,173,1,star.png
151,70,1,star.png
151,71,1,star.png
151,95,1,star.png
151,96,1,star.png
151,155,1,star.png
151,156,1,star.png
151,157,1,star.png
151,162,1,star.png
151,163,1,star.png
151,170,1,star.png
151,171,1,star.png
151,172,1,star.png
152,69,1,star.png
152,70,1,star.png
152,94,1,star.png
152,95,1,star.png
152,96,1,star.png
152,155,1,star.png
152,156,1,star.png
152,157,1,star.png
152,158,1,star.png
152,159,1,star.png
152,161,1,star.png
152,162,1,star.png
152,163,1,star.png
152,164,1,star.png
152,165,1,star.png
152,166,1,star.png
152,171,1,star.png
152,172,1,star.png
153,69,1,star.png
153,70,1,star.png
153,93,1,star.png
153,94,1,star.png
153,95,1,star.png
153,157,1,star.png
153,158,1,star.png
153,159,1,star.png
153,160,1,star.png
153,161,1,star.png
153,162,1,star.png
153,164,1,star.png
153,165,1,star.png
153,166,1,star.png
153,167,1,star.png
153,168,1,star.png
153,171,1,star.png
153,172,1,star.png
153,173,1,star.png
154,69,1,star.png
154,70,1,star.png
154,71,1,star.png
154,72,1,star.png
154,73,1,star.png
154,92,1,star.png
154,93,1,star.png
154,94,1,star.png
154,159,1,star.png
154,160,1,star.png
154,161,1,star.png
154,162,1,star.png
154,166,1,star.png
154,167,1,star.png
154,168,1,star.png
154,169,1,star.png
154,172,1,star.png
154,173,1,star.png
155,69,1,star.png
155,70,1,star.png
155,71,1,star.png
155,72,1,star.png
155,73,1,star.png
155,91,1,star.png
155,92,1,star.png
155,93,1,star.png
155,167,1,star.png
155,168,1,star.png
155,173,1,star.png
155,174,1,star.png
156,72,1,star.png
156,73,1,star.png
156,91,1,star.png
156,92,1,star.png
156,167,1,star.png
156,168,1,star.png
156,173,1,star.png
156,174,1,star.png
156,175,1,star.png
157,72,1,star.png
157,73,1,star.png
157,90,1,star.png
157,91,1,star.png
157,167,1,star.png
157,168,1,star.png
157,169,1,star.png
157,170,1,star.png
157,171,1,star.png
157,173,1,star.png
157,174,1,star.png
157,175,1,star.png
158,72,1,star.png
158,73,1,star.png
158,89,1,star.png
158,90,1,star.png
158,91,1,star.png
158,169,1,star.png
158,170,1,star.png
158,171,1,star.png
158,172,1,star.png
158,173,1,star.png
158,174,1,star.png
159,71,1,star.png
159,72,1,star.png
159,88,1,star.png
